交通类型代码,交通类型中文,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,地铁,3434,13.735373946,100.641027242,73
1,地铁,3434,13.735122514,100.641029924,74
1,地铁,3434,13.725173171,100.641787648,75
1,地铁,3434,13.72516162,100.641788546,76
1,地铁,3434,13.725161619810084,100.64178854601475,77
1,地铁,3434,13.720081737,100.642183274,78
1,地铁,3434,13.719594476,100.642231554,79
1,地铁,3434,13.712717984,100.643759072,80
1,地铁,3434,13.712717984,100.643759072,81
1,地铁,3434,13.710974727,100.644161403,82
1,地铁,3434,13.710968680032115,100.64416282075801,83
1,地铁,3434,13.710968679,100.644162821,84
1,地铁,3434,13.701076478,100.646482855,85
1,地铁,3434,13.701069229770823,100.64648455181955,86
1,地铁,3434,13.701069229,100.646484552,87
1,地铁,3434,13.69976441,100.646789968,88
1,地铁,3434,13.698019754,100.647204369,89
1,地铁,3434,13.697219735,100.647389442,90
1,地铁,3434,13.696830148,100.647468567,91
1,地铁,3434,13.696493983,100.647510141,92
1,地铁,3434,13.695872466,100.647531599,93
1,地铁,3434,13.690764232,100.647092768,94
1,地铁,3434,13.690762345933763,100.64709263413725,95
1,地铁,3434,13.690762344,100.647092634,96
1,地铁,3434,13.68401773,100.646612942,97
1,地铁,3434,13.678382025,100.646183789,98
1,地铁,3434,13.676626785,100.646052361,99
1,地铁,3434,13.676588996,100.646049684,100
1,地铁,3434,13.676588995748665,100.6460496839822,101
1,地铁,3434,13.672196277,100.645738542,102
1,地铁,3434,13.670027904,100.645544082,103
1,地铁,3434,13.667713561,100.645069331,104
1,地铁,3434,13.667649236,100.645054701,105
1,地铁,3434,13.667649235755123,100.64505470094431,106
1,地铁,3434,13.665702826,100.644612014,107
1,地铁,3434,13.65583004,100.642305315,108
1,地铁,3434,13.655033787,100.642120242,109
1,地铁,3434,13.654965053,100.642105291,110
1,地铁,3434,13.654965052846283,100.64210529096655,111
1,地铁,3434,13.652536847,100.641577095,112
1,地铁,3434,13.644408577,100.636806786,113
1,地铁,3434,13.643431511042005,100.63622928902483,114
1,地铁,3434,13.643431511,100.636229289,115
1,地铁,3434,13.643431511,100.636229289,116
1,地铁,3434,13.633048903,100.63009263,117
1,地铁,3434,13.633048903,100.63009263,118
1,地铁,3434,13.633048902861196,100.63009262991795,119
1,地铁,3434,13.632196748,100.629588962,120
1,地铁,3434,13.629801226,100.628137887,121
1,地铁,3434,13.628375371,100.627212524,122
1,地铁,3434,13.628178566,100.626900047,123
1,地铁,3434,13.628086028,100.626646578,124
1,地铁,3434,13.628059962,100.626214743,125
1,地铁,3434,13.628156409,100.625961274,126
1,地铁,3434,13.629999901,100.622560757,127
1,地铁,3434,13.629999901355253,100.62256075634463,128
1,地铁,3434,13.630004547,100.622552186,129
1,地铁,3434,13.636716101,100.609944855,130
1,地铁,3434,13.636716101,100.609944855,131
1,地铁,3434,13.636716101,100.609944855,132
1,地铁,3434,13.636716101,100.609944855,133
1,地铁,3434,13.637149326,100.609177351,134
1,地铁,3434,13.637415199,100.608689189,135
1,地铁,3434,13.637669341,100.608206391,136
1,地铁,3434,13.637840073,100.608006567,137
1,地铁,3434,13.639298453,100.606287271,138
1,地铁,3434,13.64129638,100.603901446,139
1,地铁,3434,13.642488872,100.602294803,140
1,地铁,3434,13.643732185,100.600436032,141
1,地铁,3434,13.643818201,100.600283146,142
1,地铁,3434,13.643876847,100.600095391,143
1,地铁,3434,13.644133589,100.599322915,144
1,地铁,3434,13.645054798,100.596557696,145
1,地铁,3435,13.645030229,100.596549511,1
1,地铁,3435,13.643880757,100.600213408,2
1,地铁,3435,13.64298281,100.601551831,3
1,地铁,3435,13.641272921,100.603959113,4
1,地铁,3435,13.637686284,100.60816884,5
1,地铁,3435,13.636747911,100.609917641,6
1,地铁,3435,13.636729559031473,100.60995198894109,7
1,地铁,3435,13.636729559,100.609951989,8
1,地铁,3435,13.629996727,100.622553527,9
1,地铁,3435,13.629994435,100.622557783,10
1,地铁,3435,13.629994435,100.622557783,11
1,地铁,3435,13.628166836,100.625951886,12
1,地铁,3435,13.628062568,100.6262362,13
1,地铁,3435,13.628084725,100.626568794,14
1,地铁,3435,13.628118612,100.626740456,15
1,地铁,3435,13.628282834,100.627115965,16
1,地铁,3435,13.628437932,100.627276897,17
1,地铁,3435,13.633048147,100.630093711,18
1,地铁,3435,13.633048147,100.630093711,19
1,地铁,3435,13.633051727,100.630095899,20
1,地铁,3435,13.6434181,100.636227429,21
1,地铁,3435,13.643428904,100.636233783,22
1,地铁,3435,13.643428904189305,100.63623378311134,23
1,地铁,3435,13.649191479,100.639623106,24
1,地铁,3435,13.652526421,100.641562343,25
1,地铁,3435,13.654966167730768,100.64210025494064,26
1,地铁,3435,13.654966168,100.642100255,27
1,地铁,3435,13.654995995,100.642106831,28
1,地铁,3435,13.667653109,100.645037731,29
1,地铁,3435,13.66765310954153,100.6450377311254,30
1,地铁,3435,13.667667951,100.645041168,31
1,地铁,3435,13.668875948,100.645320117,32
1,地铁,3435,13.66995493,100.645518601,33
1,地铁,3435,13.670848865,100.6456393,34
1,地铁,3435,13.67658902260297,100.64604930797164,35
1,地铁,3435,13.676589023,100.646049308,36
1,地铁,3435,13.676594208,100.646049678,37
1,地铁,3435,13.681802556,100.646456033,38
1,地铁,3435,13.690763458,100.647076964,39
1,地铁,3435,13.690763458,100.647076964,40
1,地铁,3435,13.690763458120484,100.64707696401058,41
1,地铁,3435,13.695830771,100.647522211,42
1,地铁,3435,13.696508315,100.647512823,43
1,地铁,3435,13.6972484,100.647396147,44
1,地铁,3435,13.701064751,100.646465421,45
1,地铁,3435,13.701064751,100.646465421,46
1,地铁,3435,13.701064751209875,100.64646542095153,47
1,地铁,3435,13.710972120769023,100.64417749605333,48
1,地铁,3435,13.710972121,100.644177496,49
1,地铁,3435,13.710972121,100.644177496,50
1,地铁,3435,13.719400352,100.642295927,51
1,地铁,3435,13.725161445829642,100.64178630701507,52
1,地铁,3435,13.725161446,100.641786307,53
1,地铁,3435,13.725161446,100.641786307,54
1,地铁,3435,13.730724376,100.641390681,55
1,地铁,3435,13.735071707,100.641032606,56
1,地铁,3435,13.735354404,100.641029924,57
1,地铁,3435,13.736037045625755,100.64116671692501,58
1,地铁,3435,13.736037046,100.641166717,59
1,地铁,3435,13.736037046,100.641166717,60
1,地铁,3435,13.743251558,100.642899424,61
1,地铁,3435,13.746499188,100.643728226,62
1,地铁,3435,13.750257420705118,100.64484670791224,63
1,地铁,3435,13.750257421,100.644846708,64
1,地铁,3435,13.750257421,100.644846708,65
1,地铁,3435,13.753593534,100.645753294,66
1,地铁,3435,13.75496913,100.64600274,67
1,地铁,3435,13.75552145,100.645998716,68
1,地铁,3435,13.760737165,100.645525306,69
1,地铁,3435,13.761681556,100.645629913,70
1,地铁,3435,13.76168155612289,100.6456299130026,71
1,地铁,3435,13.763580748,100.645670146,72
1,地铁,3435,13.764936746,100.64543277,73
1,地铁,3435,13.765907173,100.645293295,74
1,地铁,3435,13.766053062,100.645204782,75
1,地铁,3435,13.766159873,100.645112246,76
1,地铁,3435,13.766382615,100.644664317,77
1,地铁,3435,13.767300932,100.642894059,78
1,地铁,3435,13.769064612,100.639729053,79
1,地铁,3435,13.769064612000133,100.63972905299975,80
1,地铁,3435,13.774574397,100.629910827,81
1,地铁,3435,13.774574918320292,100.62990989701096,82
1,地铁,3435,13.778091213,100.62363714,83
1,地铁,3435,13.778332290875806,100.62318206953701,84
1,地铁,3435,13.778333481,100.623179823,85
1,地铁,3435,13.783651550619526,100.61369147430626,86
1,地铁,3435,13.783656793,100.613682121,87
1,地铁,3435,13.78707449450418,100.60756998472314,88
1,地铁,3435,13.78707709,100.607565343,89
1,地铁,3435,13.794420806691747,100.59442389029523,90
1,地铁,3435,13.794421573,100.594422519,91
1,地铁,3435,13.797355915,100.589205623,92
1,地铁,3435,13.799291284,100.585781783,93
1,地铁,3435,13.800123513961559,100.5841818450739,94
1,地铁,3435,13.800123514,100.584181845,95
1,地铁,3435,13.805245765,100.575075746,96
1,地铁,3435,13.805329116,100.574926883,97
1,地铁,3435,13.805468469,100.57485044,98
1,地铁,3435,13.805652102,100.574824959,99
1,地铁,3435,13.806940086146604,100.57480216084704,100
1,地铁,3456,13.860188546,100.512994462,1
1,地铁,3456,13.860372183,100.514523536,2
1,地铁,3456,13.859243299,100.521266609,3
1,地铁,3456,13.859424286,100.521640778,4
1,地铁,3456,13.859722457,100.521723926,5
1,地铁,3456,13.86271587,100.520602763,6
1,地铁,3456,13.86271587,100.520602763,7
1,地铁,3456,13.86271587,100.520602763,8
1,地铁,3456,13.86271587,100.520602763,9
1,地铁,3456,13.862715870187651,100.52060276292931,10
1,地铁,3456,13.874066791,100.516327322,11
1,地铁,3456,13.874066791,100.516327322,12
1,地铁,3456,13.874066791,100.516327322,13
1,地铁,3456,13.874066791,100.516327322,14
1,地铁,3456,13.874066791489811,100.51632732181454,15
1,地铁,3456,13.88928381,100.510565937,16
1,地铁,3456,13.88928381,100.510565937,17
1,地铁,3456,13.88928381,100.510565937,18
1,地铁,3456,13.88928381,100.510565937,19
1,地铁,3456,13.889283810314394,100.51056593688165,20
1,地铁,3456,13.89851144,100.507092476,21
1,地铁,3456,13.89851144,100.507092476,22
1,地铁,3456,13.89851144,100.507092476,23
1,地铁,3456,13.89851144,100.507092476,24
1,地铁,3456,13.898511440319162,100.5070924758769,25
1,地铁,3456,13.904693799,100.504707992,26
1,地铁,3456,13.906293712795685,100.50541341290992,27
1,地铁,3456,13.906293713,100.505413413,28
1,地铁,3456,13.906293713,100.505413413,29
1,地铁,3456,13.906293713,100.505413413,30
1,地铁,3456,13.906293713,100.505413413,31
1,地铁,3456,13.907143785,100.506034344,32
1,地铁,3456,13.906534545001707,100.51553741097337,33
1,地铁,3456,13.906534545,100.515537411,34
1,地铁,3456,13.906534545,100.515537411,35
1,地铁,3456,13.906534545,100.515537411,36
1,地铁,3456,13.906534545,100.515537411,37
1,地铁,3456,13.905594647,100.524711907,38
1,地铁,3456,13.904197810149915,100.52925020451292,39
1,地铁,3456,13.90419781,100.529250205,40
1,地铁,3456,13.90419781,100.529250205,41
1,地铁,3456,13.90419781,100.529250205,42
1,地铁,3456,13.90419781,100.529250205,43
1,地铁,3456,13.900583961,100.539987087,44
1,地铁,3456,13.900583961,100.539987087,45
1,地铁,3456,13.900583961,100.539987087,46
1,地铁,3456,13.900583961,100.539987087,47
1,地铁,3456,13.900583960956448,100.53998708711637,48
1,地铁,3456,13.897446532186303,100.5483703315022,49
1,地铁,3456,13.897446532,100.548370332,50
1,地铁,3456,13.897446532,100.548370332,51
1,地铁,3456,13.897446532,100.548370332,52
1,地铁,3456,13.897446532,100.548370332,53
1,地铁,3456,13.893309227,100.560092926,54
1,地铁,3456,13.893309227,100.560092926,55
1,地铁,3456,13.893309227,100.560092926,56
1,地铁,3456,13.893309227,100.560092926,57
1,地铁,3456,13.893309226968254,100.56009292609053,58
1,地铁,3456,13.89077968,100.567306727,59
1,地铁,3456,13.89077968,100.567306727,60
1,地铁,3456,13.89077968,100.567306727,61
1,地铁,3456,13.89077968,100.567306727,62
1,地铁,3456,13.890779679920369,100.56730672720627,63
1,地铁,3456,13.88757702309867,100.5756027997444,64
1,地铁,3456,13.887577023,100.5756028,65
1,地铁,3456,13.887577023,100.5756028,66
1,地铁,3456,13.887577023,100.5756028,67
1,地铁,3456,13.887577023,100.5756028,68
1,地铁,3456,13.884158203,100.582603365,69
1,地铁,3456,13.884158203,100.582603365,70
1,地铁,3456,13.884158203,100.582603365,71
1,地铁,3456,13.884158203,100.582603365,72
1,地铁,3456,13.88415820286165,100.58260336521784,73
1,地铁,3456,13.879921712074003,100.58927401888347,74
1,地铁,3456,13.879921712,100.589274019,75
1,地铁,3456,13.879921712,100.589274019,76
1,地铁,3456,13.879921712,100.589274019,77
1,地铁,3456,13.879921712,100.589274019,78
1,地铁,3456,13.877734434,100.593175292,79
1,地铁,3456,13.87484016503216,100.59707522395667,80
1,地铁,3456,13.874840165,100.597075224,81
1,地铁,3456,13.874840165,100.597075224,82
1,地铁,3456,13.874840165,100.597075224,83
1,地铁,3456,13.874840165,100.597075224,84
1,地铁,3456,13.873814208,100.597564727,85
1,地铁,3456,13.870956345,100.602559,86
1,地铁,3456,13.870956345,100.602559,87
1,地铁,3456,13.870956345,100.602559,88
1,地铁,3456,13.870956345,100.602559,89
1,地铁,3456,13.870956344947704,100.60255900009751,90
1,地铁,3456,13.86280571118494,100.61775639665517,91
1,地铁,3456,13.862805711,100.617756397,92
1,地铁,3456,13.862805711,100.617756397,93
1,地铁,3456,13.862805711,100.617756397,94
1,地铁,3456,13.862805711,100.617756397,95
1,地铁,3456,13.858331855,100.626057833,96
1,地铁,3456,13.858331855,100.626057833,97
1,地铁,3456,13.858331855,100.626057833,98
1,地铁,3456,13.858331855,100.626057833433,99
1,地铁,3456,13.858331855,100.626057834,100
1,地铁,3456,13.854998541,100.632243007,101
1,地铁,3456,13.854998541,100.632243007,102
1,地铁,3456,13.854998541,100.632243007,103
1,地铁,3456,13.854998541,100.632243007,104
1,地铁,3456,13.854998540865495,100.63224300724846,105
1,地铁,3456,13.849265391047659,100.64283370991197,106
1,地铁,3456,13.849265391,100.64283371,107
1,地铁,3456,13.849265391,100.64283371,108
1,地铁,3456,13.849265391,100.64283371,109
1,地铁,3456,13.849265391,100.64283371,110
1,地铁,3456,13.845207959,100.650193691,111
1,地铁,3456,13.845207959,100.650193691,112
1,地铁,3456,13.845207959,100.650193691,113
1,地铁,3456,13.845207959,100.650193691,114
1,地铁,3456,13.845207958813559,100.65019369134292,115
1,地铁,3456,13.840548856,100.658763349,116
1,地铁,3456,13.840548856,100.658763349,117
1,地铁,3456,13.840548856,100.658763349,118
1,地铁,3456,13.840548856,100.658763349,119
1,地铁,3456,13.840548855968859,100.65876334906201,120
1,地铁,3456,13.838355998,100.663129985,121
1,地铁,3456,13.833787913,100.667453706,122
1,地铁,3456,13.833787913,100.667453706,123
1,地铁,3456,13.833787913,100.667453706,124
1,地铁,3456,13.833787913,100.667453706,125
1,地铁,3456,13.83378791270514,100.6674537063046,126
1,地铁,3456,13.824482179,100.677066743,127
1,地铁,3456,13.824482179,100.677066743,128
1,地铁,3456,13.824482179,100.677066743,129
1,地铁,3456,13.824482179,100.677066743,130
1,地铁,3456,13.824482178849227,100.67706674316021,131
1,地铁,3456,13.816551307,100.685494244,132
1,地铁,3456,13.816551307,100.685494244,133
1,地铁,3456,13.816551307,100.685494244,134
1,地铁,3456,13.816551307,100.685494244,135
1,地铁,3456,13.816551306736686,100.68549424429634,136
1,地铁,3456,13.81395711,100.688413829,137
1,地铁,3456,13.813154883,100.689658374,138
1,地铁,3456,13.812801954,100.69107458,139
1,地铁,3456,13.812719908,100.70279181,140
1,地铁,3456,13.812719908,100.70279181,141
1,地铁,3456,13.812719908,100.70279181,142
1,地铁,3456,13.812719908,100.70279181,143
1,地铁,3456,13.812719907999867,100.7027918100355,144
1,地铁,3456,13.812683443000012,100.71247994899652,145
1,地铁,3456,13.812683443,100.712479949,146
1,地铁,3456,13.812683443,100.712479949,147
1,地铁,3456,13.812683443,100.712479949,148
1,地铁,3456,13.812683443,100.712479949,149
1,地铁,3456,13.812514141,100.725687146,150
1,地铁,3456,13.812514141,100.725687146,151
1,地铁,3456,13.812514141,100.725687146,152
1,地铁,3456,13.812514141,100.725687146,153
1,地铁,3456,13.812514141003954,100.72568714619194,154
1,地铁,3456,13.812576653,100.728722066,155
1,地铁,3456,13.812348746,100.729396641,156
1,地铁,3456,13.811455351,100.730551332,157
1,地铁,3456,13.80843913811206,100.73256030692536,158
1,地铁,3457,13.808439138,100.732560307,1
1,地铁,3457,13.811246978,100.730669349,2
1,地铁,3457,13.812254979,100.729530752,3
1,地铁,3457,13.812592281,100.728638917,4
1,地铁,3457,13.812514141005117,100.72568714619332,5
1,地铁,3457,13.812514141,100.725687146,6
1,地铁,3457,13.812514141,100.725687146,7
1,地铁,3457,13.812514141,100.725687146,8
1,地铁,3457,13.812581862,100.72465986,9
1,地铁,3457,13.812650885,100.719169378,10
1,地铁,3457,13.812683443,100.712479949,11
1,地铁,3457,13.812683443,100.712479949,12
1,地铁,3457,13.812683443,100.712479949,13
1,地铁,3457,13.812683443000012,100.71247994899652,14
1,地铁,3457,13.812719907999867,100.7027918100355,15
1,地铁,3457,13.812719908,100.70279181,16
1,地铁,3457,13.812719908,100.70279181,17
1,地铁,3457,13.812719908,100.70279181,18
1,地铁,3457,13.812822792,100.690945834,19
1,地铁,3457,13.81324865,100.689422339,20
1,地铁,3457,13.813858134,100.688553303,21
1,地铁,3457,13.816551306738946,100.68549424429652,22
1,地铁,3457,13.816551307,100.685494244,23
1,地铁,3457,13.816551307,100.685494244,24
1,地铁,3457,13.816551307,100.685494244,25
1,地铁,3457,13.824482178849227,100.67706674316021,26
1,地铁,3457,13.824482179,100.677066743,27
1,地铁,3457,13.824482179,100.677066743,28
1,地铁,3457,13.824482179,100.677066743,29
1,地铁,3457,13.83378791270514,100.6674537063046,30
1,地铁,3457,13.833787913,100.667453706,31
1,地铁,3457,13.833787913,100.667453706,32
1,地铁,3457,13.833787913,100.667453706,33
1,地铁,3457,13.838303911,100.663097799,34
1,地铁,3457,13.840548855968013,100.65876334906176,35
1,地铁,3457,13.840548856,100.658763349,36
1,地铁,3457,13.840548856,100.658763349,37
1,地铁,3457,13.840548856,100.658763349,38
1,地铁,3457,13.845207958813559,100.65019369134292,39
1,地铁,3457,13.845207959,100.650193691,40
1,地铁,3457,13.845207959,100.650193691,41
1,地铁,3457,13.845207959,100.650193691,42
1,地铁,3457,13.849265391,100.64283371,43
1,地铁,3457,13.849265391,100.64283371,44
1,地铁,3457,13.849265391,100.64283371,45
1,地铁,3457,13.849265391047659,100.64283370991197,46
1,地铁,3457,13.854998540865495,100.63224300724846,47
1,地铁,3457,13.854998541,100.632243007,48
1,地铁,3457,13.854998541,100.632243007,49
1,地铁,3457,13.854998541,100.632243007,50
1,地铁,3457,13.858331855,100.626057834,51
1,地铁,3457,13.858331855,100.626057833433,52
1,地铁,3457,13.858331855,100.626057833,53
1,地铁,3457,13.858331855,100.626057833,54
1,地铁,3457,13.862805711,100.617756397,55
1,地铁,3457,13.862805711,100.617756397,56
1,地铁,3457,13.862805711,100.617756397,57
1,地铁,3457,13.86280571118494,100.61775639665517,58
1,地铁,3457,13.870956344947704,100.60255900009751,59
1,地铁,3457,13.870956345,100.602559,60
1,地铁,3457,13.870956345,100.602559,61
1,地铁,3457,13.870956345,100.602559,62
1,地铁,3457,13.874840165,100.597075224,63
1,地铁,3457,13.874840165,100.597075224,64
1,地铁,3457,13.874840165,100.597075224,65
1,地铁,3457,13.87484016503128,100.59707522395198,66
1,地铁,3457,13.879921712,100.589274019,67
1,地铁,3457,13.879921712,100.589274019,68
1,地铁,3457,13.879921712,100.589274019,69
1,地铁,3457,13.879921712074003,100.58927401888347,70
1,地铁,3457,13.88415820286165,100.58260336521784,71
1,地铁,3457,13.884158203,100.582603365,72
1,地铁,3457,13.884158203,100.582603365,73
1,地铁,3457,13.884158203,100.582603365,74
1,地铁,3457,13.887577023,100.5756028,75
1,地铁,3457,13.887577023,100.5756028,76
1,地铁,3457,13.887577023,100.5756028,77
1,地铁,3457,13.88757702309867,100.5756027997444,78
1,地铁,3457,13.890779679920369,100.56730672720627,79
1,地铁,3457,13.89077968,100.567306727,80
1,地铁,3457,13.89077968,100.567306727,81
1,地铁,3457,13.89077968,100.567306727,82
1,地铁,3457,13.893309226968254,100.56009292609053,83
1,地铁,3457,13.893309227,100.560092926,84
1,地铁,3457,13.893309227,100.560092926,85
1,地铁,3457,13.893309227,100.560092926,86
1,地铁,3457,13.897446532,100.548370332,87
1,地铁,3457,13.897446532,100.548370332,88
1,地铁,3457,13.897446532,100.548370332,89
1,地铁,3457,13.897446532186303,100.5483703315022,90
1,地铁,3457,13.900583960956448,100.53998708711637,91
1,地铁,3457,13.900583961,100.539987087,92
1,地铁,3457,13.900583961,100.539987087,93
1,地铁,3457,13.900583961,100.539987087,94
1,地铁,3457,13.90419781,100.529250205,95
1,地铁,3457,13.90419781,100.529250205,96
1,地铁,3457,13.90419781,100.529250205,97
1,地铁,3457,13.904197810081186,100.52925020452356,98
1,地铁,3457,13.906534545,100.515537411,99
1,地铁,3457,13.906534545,100.515537411,100
1,地铁,3457,13.906534545,100.515537411,101
1,地铁,3457,13.90653454499942,100.51553741097565,102
1,地铁,3457,13.906293713,100.505413413,103
1,地铁,3457,13.906293713,100.505413413,104
1,地铁,3457,13.906293713,100.505413413,105
1,地铁,3457,13.9062937127367,100.50541341305681,106
1,地铁,3457,13.898511440332634,100.50709247592823,107
1,地铁,3457,13.89851144,100.507092476,108
1,地铁,3457,13.89851144,100.507092476,109
1,地铁,3457,13.89851144,100.507092476,110
1,地铁,3457,13.889283810314394,100.51056593688165,111
1,地铁,3457,13.88928381,100.510565937,112
1,地铁,3457,13.88928381,100.510565937,113
1,地铁,3457,13.88928381,100.510565937,114
1,地铁,3457,13.874066791489811,100.51632732181454,115
1,地铁,3457,13.874066791,100.516327322,116
1,地铁,3457,13.874066791,100.516327322,117
1,地铁,3457,13.874066791,100.516327322,118
1,地铁,3457,13.862715870187651,100.52060276292931,119
1,地铁,3457,13.86271587,100.520602763,120
1,地铁,3457,13.86271587,100.520602763,121
1,地铁,3457,13.86271587,100.520602763,122
1,地铁,3457,13.859784956,100.521713197,123
1,地铁,3457,13.85952845,100.521710515,124
1,地铁,3457,13.859295382,100.521483868,125
1,地铁,3457,13.859273247,100.521112382,126
1,地铁,3457,13.860188545965562,100.51299446230544,127
1,地铁,4472,13.710850952,100.409520417,1
1,地铁,4472,13.711871112,100.422374904,2
1,地铁,4472,13.711871112,100.422374904,3
1,地铁,4472,13.711871112,100.422374904,4
1,地铁,4472,13.711871112012856,100.4223749041455,5
1,地铁,4472,13.712934261991865,100.43440863490792,6
1,地铁,4472,13.712934262,100.434408635,7
1,地铁,4472,13.712934262,100.434408635,8
1,地铁,4472,13.712934262,100.434408635,9
1,地铁,4472,13.713269101,100.438623726,10
1,地铁,4472,13.715502797,100.445585265,11
1,地铁,4472,13.715502797,100.445585265,12
1,地铁,4472,13.715502797,100.445585265,13
1,地铁,4472,13.715523065,100.445648432,14
1,地铁,4472,13.717878629,100.452793837,15
1,地铁,4472,13.719139784,100.455030799,16
1,地铁,4472,13.720193781,100.457212776,17
1,地铁,4472,13.720193781,100.457212776,18
1,地铁,4472,13.720193781,100.457212776,19
1,地铁,4472,13.720193781072197,100.45721277613147,20
1,地铁,4472,13.724607751,100.465250015,21
1,地铁,4472,13.724607751,100.465250015,22
1,地铁,4472,13.724607751,100.465250015,23
1,地铁,4472,13.724607751166763,100.46525001529658,24
1,地铁,4472,13.72957989,100.474092935,25
1,地铁,4472,13.72957989,100.474092935,26
1,地铁,4472,13.72957989,100.474092935,27
1,地铁,4472,13.729660003,100.474235415,28
1,地铁,4472,13.731388792,100.477266312,29
1,地铁,4472,13.732044086,100.477991849,30
1,地铁,4472,13.734472439,100.479480475,31
1,地铁,4472,13.736680603,100.480915457,32
1,地铁,4472,13.737368451,100.48260659,33
1,地铁,4472,13.738399984,100.484980484,34
1,地铁,4472,13.738399984,100.484980484,35
1,地铁,4472,13.738399984,100.484980484,36
1,地铁,4472,13.738535705,100.485292822,37
1,地铁,4472,13.743361949,100.49485607,38
1,地铁,4472,13.743361949,100.49485607,39
1,地铁,4472,13.743361949,100.494856071,40
1,地铁,4472,13.743368802,100.494869649,41
1,地铁,4472,13.745373661,100.4990834,42
1,地铁,4472,13.747052831,100.502660125,43
1,地铁,4472,13.747038502,100.50296858,44
1,地铁,4472,13.7469408,100.503168404,45
1,地铁,4472,13.7469408,100.503168404,46
1,地铁,4472,13.7469408,100.503168404,47
1,地铁,4472,13.746940799956949,100.50316840406067,48
1,地铁,4472,13.742316211025557,100.50968617196398,49
1,地铁,4472,13.742316211,100.509686172,50
1,地铁,4472,13.742316211,100.509686172,51
1,地铁,4472,13.742316211,100.509686172,52
1,地铁,4472,13.739885334,100.51339969,53
1,地铁,4472,13.738617777,100.515255779,54
1,地铁,4472,13.738129251,100.516012162,55
1,地铁,4472,13.737621412,100.517111571,56
1,地铁,4472,13.737621412,100.517111571,57
1,地铁,4472,13.737621412,100.517111571,58
1,地铁,4472,13.73762141191988,100.51711157116695,59
1,地铁,4472,13.737293412,100.517795063,60
1,地铁,4472,13.735239265,100.522797873,61
1,地铁,4472,13.732903914,100.528239012,62
1,地铁,4472,13.732420587,100.529381633,63
1,地铁,4472,13.732415993,100.529392752,64
1,地铁,4472,13.732415993,100.529392753,65
1,地铁,4472,13.732415993,100.529392753,66
1,地铁,4472,13.731412242,100.531822443,67
1,地铁,4472,13.72914514,100.537260941,68
1,地铁,4472,13.72914514,100.537260942,69
1,地铁,4472,13.72914514,100.537260942,70
1,地铁,4472,13.729101108,100.537366569,71
1,地铁,4472,13.728944774,100.537806451,72
1,地铁,4472,13.728078418,100.539928079,73
1,地铁,4472,13.726644038,100.543296933,74
1,地铁,4472,13.725931405,100.544875413,75
1,地铁,4472,13.725438279,100.546508098,76
1,地铁,4472,13.725438279,100.546508098,77
1,地铁,4472,13.725438278,100.546508102,78
1,地铁,4472,13.725437429,100.546510911,79
1,地铁,4472,13.723121189,100.551997801,80
1,地铁,4472,13.722938588,100.552503866,81
1,地铁,4472,13.722321857,100.553997784,82
1,地铁,4472,13.722321857,100.553997784,83
1,地铁,4472,13.722321857,100.553997784,84
1,地铁,4472,13.722053673,100.554647411,85
1,地铁,4472,13.720785991,100.557629577,86
1,地铁,4472,13.720677132,100.558045273,87
1,地铁,4472,13.720670108,100.558283847,88
1,地铁,4472,13.720698201,100.55852965,89
1,地铁,4472,13.720768433,100.558775452,90
1,地铁,4472,13.720863246,100.558985108,91
1,地铁,4472,13.721195661,100.559494793,92
1,地铁,4472,13.721323338,100.559585989,93
1,地铁,4472,13.721474467,100.559736192,94
1,地铁,4472,13.722685672,100.560273094,95
1,地铁,4472,13.722685672,100.560273094,96
1,地铁,4472,13.722685672,100.560273094,97
1,地铁,4472,13.722742117,100.560298115,98
1,地铁,4472,13.723677541,100.560582429,99
1,地铁,4472,13.724087929,100.560665578,100
1,地铁,4472,13.725183594,100.560508668,101
1,地铁,4472,13.726625699,100.560282802,102
1,地铁,4472,13.728911678,100.559979163,103
1,地铁,4472,13.730059927,100.559852647,104
1,地铁,4472,13.731752442,100.559773123,105
1,地铁,4472,13.732630297,100.559762278,106
1,地铁,4472,13.732833959,100.559783967,107
1,地铁,4472,13.733311511,100.559914098,108
1,地铁,4472,13.733750437,100.560134597,109
1,地铁,4472,13.734659887,100.560770793,110
1,地铁,4472,13.735028583,100.560973219,111
1,地铁,4472,13.735235754,100.561045514,112
1,地铁,4472,13.735913449,100.561186489,113
1,地铁,4472,13.737483025,100.561482898,114
1,地铁,4472,13.73766031770632,100.56151257295085,115
1,地铁,4472,13.737660318,100.561512573,116
1,地铁,4472,13.737660318,100.561512573,117
1,地铁,4472,13.739491505,100.56181907,118
1,地铁,4472,13.74033773,100.561902209,119
1,地铁,4472,13.741131282,100.561931127,120
1,地铁,4472,13.743269648,100.562097405,121
1,地铁,4472,13.74344521,100.562129938,122
1,地铁,4472,13.745959255,100.562701068,123
1,地铁,4472,13.748641809,100.563297501,124
1,地铁,4472,13.74933731,100.563459823,125
1,地铁,4472,13.74933731,100.563459823,126
1,地铁,4472,13.749337310274893,100.56345982306416,127
1,地铁,4472,13.751429667,100.563948156,128
1,地铁,4472,13.75518655,100.564775933,129
1,地铁,4472,13.756910484,100.565188014,130
1,地铁,4472,13.75735080474039,100.56527678994766,131
1,地铁,4472,13.757350805,100.56527679,132
